Additional file 4 L-DMR IDOL library ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,chr,start,end,Cell_min,cell_max,cell_mean,Cell_deconv,CD8T,CD4T,NK,Bcell,Mono,Neu,Type,Probe_rs,Probe_maf,CpG_rs,CpG_maf,SBE_rs,SBE_maf,Islands_Name,Relation_to_Island,UCSC_RefGene_Name,Phantom4_Enhancers,Phantom5_Enhancers,DNase_Hypersensitivity_NAME,DNase_Hypersensitivity_Evidence_Count,Methyl27_Loci,Methyl450_Loci,function_group,distance,nearestGeneSymbol,nearestTranscript
cg26070063,chr2,11987920,11987921,0.637691519,0.938596987,0.885528956,NK,0.938199187,0.929204909,0.637691519,0.938596987,0.93700707,0.932474064,II,rs2716640,0.030213,NA,NA,NA,NA,,OpenSea,,,,,,,,Intergenic,10807,MIR4262,uc021vea.1
cg26070725,chr4,77434163,77434164,0.483636068,0.910618396,0.791787532,CD4T,0.71508289,0.483636068,0.865605514,0.889070652,0.910618396,0.886711672,II,NA,NA,NA,NA,NA,NA,,OpenSea,SHROOM3,,,,,,,Body,60556,MIR4450,uc021xpg.1
cg26086339,chr12,4083590,4083591,0.034332232,0.563608387,0.212201162,NK,0.299790001,0.090516184,0.563608387,0.250276737,0.034332232,0.034683433,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr12:4083160-4083755,3,,,Intergenic,100981,PARP11,uc001qml.2
cg26133266,chr17,37380827,37380828,0.233926006,0.515157891,0.314357205,CD8T,0.515157891,0.330396121,0.276028345,0.288048739,0.233926006,0.242586129,II,NA,NA,NA,NA,NA,NA,chr17:37380953-37382363,N_Shore,STAC2,,,chr17:37380425-37381535,3,,TRUE,Body,24290,RPL19,uc002hrq.1
cg26148644,chr10,73634720,73634721,0.039248868,0.736032643,0.308584617,Neu,0.304649164,0.191080076,0.270944944,0.039248868,0.309552007,0.736032643,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr10:73634565-73634835,3,,,Intergenic,23637,PSAP,uc001jsm.3
cg26221826,chr2,107130238,107130239,0.545850154,0.860050304,0.731818252,CD8T,0.545850154,0.698095594,0.741432861,0.723488775,0.860050304,0.821991826,II,rs138146584,0.0101,NA,NA,NA,NA,,OpenSea,,,,chr2:107130025-107130335,3,,,Intergenic,372370,ST6GAL2,uc002tdq.3
cg26254897,chr3,56963011,56963012,0.028561568,0.648083751,0.191428319,Bcell,0.095265427,0.049275285,0.287331035,0.648083751,0.040052849,0.028561568,II,NA,NA,NA,NA,NA,NA,,OpenSea,ARHGEF3,,,chr3:56962660-56963030,3,,,Body,11055,ARHGEF3-AS1,uc031sae.1
cg26313925,chr8,75895997,75895998,0.048517257,0.873162429,0.702026579,Mono,0.865208076,0.829067993,0.873162429,0.785678193,0.048517257,0.810525527,II,NA,NA,NA,NA,NA,NA,chr8:75896528-75897116,N_Shore,CRISPLD1,,,,,,,TSS1500,158975,PI15,uc003yam.3
cg26341831,chr1,226036279,226036280,0.027558514,0.826810326,0.225345809,Neu,0.046121202,0.187330996,0.069149281,0.027558514,0.195104537,0.826810326,II,NA,NA,NA,NA,NA,NA,,OpenSea,TMEM63A,,,chr1:226035785-226036675,3,,TRUE,Body,29013,TMEM63A,uc010pvi.1
cg26653677,chr17,33863922,33863923,0.043755583,0.813997298,0.204838277,Bcell,0.043755583,0.055056012,0.046972004,0.813997298,0.174270713,0.094978054,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr17:33863726-33863726,chr17:33863905-33864130,3,,,Intergenic,49163,SLFN12L,uc021tuy.1
cg26712140,chr4,40842585,40842586,0.050211287,0.938578248,0.775247523,Bcell,0.938578248,0.934281604,0.927845365,0.050211287,0.862775552,0.937793083,II,NA,NA,NA,NA,NA,NA,,OpenSea,APBB2;APBB2;APBB2;APBB2;APBB2;APBB2;APBB2,,,,,,,5'UTR,90670,NSUN7,uc003gvh.2
cg26795340,chr12,50504814,50504815,0.033000717,0.872782401,0.724224506,Bcell,0.871907535,0.872782401,0.863602505,0.033000717,0.850185573,0.853868306,II,NA,NA,NA,NA,NA,NA,chr12:50505138-50506235,N_Shore,GPD1;C12orf62,,,chr12:50504445-50505315,3,,TRUE,3'UTR,33097,CERS5,uc001rwc.3
cg26849760,chr20,43874386,43874387,0.082448116,0.932025153,0.77261988,Neu,0.923068252,0.919073296,0.92101321,0.932025153,0.858091251,0.082448116,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,,,,,Intergenic,8818,SLPI,uc002xnm.1
cg26957356,chr17,38463355,38463356,0.47944406,0.937644112,0.822727003,CD4T,0.816061301,0.47944406,0.859922001,0.937644112,0.931868501,0.911422044,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr17:38463315-38463315,chr17:38463200-38463690,3,,,Intergenic,2066,RARA,uc002huk.2
cg26986871,chr12,10545083,10545084,0.028737408,0.581832198,0.133562019,CD4T,0.028737408,0.581832198,0.034678119,0.096000396,0.02990643,0.030217563,II,rs7954052,0.076736,NA,NA,NA,NA,,OpenSea,,,,chr12:10545045-10545570,3,,TRUE,Intergenic,592,KLRK1,uc001qyb.3
cg27232680,chr10,98004279,98004280,0.044116886,0.927372741,0.756074332,Bcell,0.877547847,0.879531322,0.884758842,0.044116886,0.927372741,0.923118353,II,NA,NA,NA,NA,NA,NA,,OpenSea,BLNK;BLNK;BLNK;BLNK;BLNK;BLNK;BLNK;BLNK;BLNK,,,chr10:98004240-98004455,3,,,Body,59804,DNTT,uc001kmf.3
cg27249387,chr19,52762474,52762475,0.075194023,0.925871831,0.763973226,Mono,0.925871831,0.918406328,0.913821593,0.909873883,0.075194023,0.840671696,II,NA,NA,rs76951035,0.01477,rs76951035,0.01477,,OpenSea,,,,,,,,Intergenic,87577,ZNF836,uc010ydj.2
cg27477043,chr6,30655706,30655707,0.014580778,0.367342729,0.105566759,CD8T,0.367342729,0.141356632,0.074931498,0.015589825,0.014580778,0.019599089,I,NA,NA,NA,NA,NA,NA,chr6:30655116-30655401,S_Shore,PPP1R18;PPP1R18,,,chr6:30655605-30656215,3,,,TSS1500,33,PPP1R18,uc003nrb.4
cg27567284,chr17,65809548,65809549,0.036930682,0.935404655,0.766388927,Bcell,0.91233324,0.88537854,0.900231533,0.036930682,0.935404655,0.928054911,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr17:65809325-65809595,3,,,Intergenic,12230,BPTF,uc010wqm.1
cg27630863,chr18,45428160,45428161,0.036519737,0.725786395,0.263351686,Mono,0.063261542,0.036519737,0.128728446,0.36865399,0.725786395,0.257160003,II,NA,NA,NA,NA,NA,NA,,OpenSea,SMAD2;SMAD2;SMAD2,,,chr18:45428060-45428470,3,,,5'UTR,652605,SKOR2,uc031rif.1
